YEAR,DOY,HOUR,MINUTE,MAGNETOPAUSE(MP)/BOW Shock(BS),,X KSM(Rs),Y KSM(Rs),Z KSM(Rs)
2005,324,20,40,MP,Inbound,13.66,-41.45,4.7
2005,324,3,45,MP,Outbound,12.82,-43.94,4.4
2005,324,9,0,MP,Outbound,13.09,-43.2,4.5
2005,335,23,50,MP,Outbound,-13.23,-32.9,-4.68
2005,336,2,20,MP,Inbound,-13.13,-33.44,-4.65
2005,336,18,55,MP,Inbound,-12.41,-36.74,-4.4
2005,336,6,0,MP,Outbound,-12.99,-34.2,-4.6
2005,337,22,40,MP,Outbound,-10.94,-41.44,-3.9
2005,338,11,32,MP,Inbound,-10.16,-43.34,-3.64
2005,338,20,15,MP,Inbound,-9.64,-44.45,-3.46
2005,338,23,40,MP,Inbound,-9.41,-44.9,-3.38
2005,338,14,10,MP,Outbound,-10.01,-43.67,-3.59
2005,338,22,40,MP,Outbound,-9.48,-44.78,-3.4
2005,339,3,30,MP,Inbound,-9.16,-45.37,-3.3
2005,339,1,55,MP,Outbound,-9.27,-45.18,-3.33
2005,339,8,58,MP,Outbound,-8.8,-46.02,-3.17
2005,342,23,44,BS,Inbound,-2.598,-52.569,-1.041
2005,342,22,44,BS,Outbound,-2.673,-52.53,-1.066
2005,343,4,56,BS,Inbound,-2.208,-52.763,-0.907
2005,343,19,6,BS,Inbound,-1.142,-53.181,-0.539
2005,343,0,43,BS,Outbound,-2.524,-52.608,-1.015
2005,343,12,12,BS,Outbound,-1.662,-52.997,-0.718
2005,344,10,44,BS,Inbound,0.039,-53.46,-0.133
2005,344,0,36,BS,Outbound,-0.727,-53.301,-0.396
2005,344,12,22,BS,Outbound,0.162,-53.478,-0.09
2005,345,13,47,BS,Inbound,2.079,-53.491,0.57
2005,349,12,30,MP,Inbound,8.91,-49.09,2.93
2005,350,17,47,MP,Inbound,10.79,-46.18,3.58
2005,350,21,55,MP,Inbound,11.05,-45.7,3.67
2005,350,7,43,MP,Outbound,10.18,-47.25,3.37
2005,350,20,30,MP,Outbound,10.97,-45.86,3.64
2005,351,11,0,MP,Inbound,11.82,-44.07,3.94
2005,351,13,0,MP,Inbound,11.94,-43.81,3.98
2005,351,21,24,MP,Inbound,12.4,-42.67,4.14
2005,351,9,30,MP,Outbound,11.74,-44.27,3.91
2005,351,11,40,MP,Outbound,11.86,-43.98,3.95
2005,351,15,30,MP,Outbound,12.08,-43.47,4.03
2005,365,9,40,MP,Inbound,-11.88,-39.8,-4.15
2005,365,19,10,MP,Inbound,-11.34,-41.03,-3.97
2005,365,8,58,MP,Outbound,-11.92,-39.71,-4.16
2005,365,15,0,MP,Outbound,-11.58,-40.52,-4.05
2006,1,14,50,MP,Outbound,-10.13,-43.23,-3.56
2006,2,5,45,BS,Inbound,-9.128,-44.565,-3.223
2006,2,20,53,BS,Inbound,-8.079,-45.729,-2.868
2006,2,2,7,BS,Outbound,-9.373,-44.25,-3.306
2006,2,7,28,BS,Outbound,-9.011,-44.708,-3.184
2006,3,19,37,BS,Outbound,-6.43,-47.044,-2.31
2006,4,10,45,BS,Inbound,-5.293,-47.638,-1.925
2006,4,17,32,BS,Inbound,-4.775,-47.833,-1.75
2006,4,14,32,BS,Outbound,-5.005,-47.752,-1.828
2006,5,10,31,BS,Inbound,-3.461,-48.128,-1.304
2006,5,7,20,BS,Outbound,-3.709,-48.094,-1.388
2006,8,11,20,MP,Inbound,2.31,-46.29,0.66
2006,8,22,15,MP,Inbound,3.17,-45.55,0.95
2006,8,15,55,MP,Outbound,2.67,-46,0.78
2006,24,22,55,MP,Outbound,-29.7,-38.91,-10.04
2006,26,3,40,MP,Inbound,-29.88,-43.49,-10.11
2006,26,5,55,MP,Outbound,-29.88,-43.83,-10.11
2006,29,19,10,MP,Inbound,-28.48,-54.41,-9.64
2006,30,13,5,MP,Outbound,-27.91,-56.14,-9.46
2006,31,1,4,MP,Inbound,-27.49,-57.2,-9.32
2006,31,15,58,MP,Inbound,-26.92,-58.43,-9.12
2006,31,8,15,MP,Outbound,-27.22,-57.81,-9.22
2006,37,8,17,MP,Inbound,-19.74,-64.85,-6.72
2006,37,5,20,MP,Outbound,-19.92,-64.8,-6.79
2006,38,8,27,MP,Inbound,-18.17,-65.12,-6.2
2006,38,13,30,MP,Outbound,-17.83,-65.15,-6.09
2006,39,5,35,MP,Inbound,-16.73,-65.14,-5.72
2006,39,12,7,MP,Inbound,-16.27,-65.1,-5.57
2006,39,15,18,MP,Inbound,-16.05,-65.07,-5.49
2006,39,9,9,MP,Outbound,-16.48,-65.12,-5.64
2006,39,16,39,MP,Outbound,-15.96,-65.06,-5.46
2006,50,5,14,BS,Outbound,4.523,-44.411,1.365
2006,52,10,44,BS,Inbound,8.729,-33.058,2.774
2006,53,23,45,MP,Inbound,10.85,-22.2,3.5
2006,54,6,33,MP,Inbound,11.07,-19.8,3.57
2006,54,15,25,MP,Inbound,11.21,-16.41,3.63
2006,54,17,45,MP,Inbound,11.21,-15.46,3.63
2006,54,5,0,MP,Outbound,11.03,-20.36,3.56
2006,54,8,40,MP,Outbound,11.12,-19.02,3.59
2006,54,15,35,MP,Outbound,11.21,-16.34,3.63
2006,71,8,4,MP,Inbound,-19.03,-41.34,-6.28
2006,71,8,27,MP,Inbound,-19,-41.33,-6.27
2006,71,13,3,MP,Inbound,-18.53,-41.23,-6.12
2006,71,13,42,MP,Inbound,-18.46,-41.21,-6.1
2006,71,14,38,MP,Inbound,-18.37,-41.18,-6.07
2006,71,21,30,MP,Inbound,-17.65,-40.98,-5.83
2006,71,1,15,MP,Outbound,-19.71,-41.46,-6.5
2006,71,8,13,MP,Outbound,-19.02,-41.34,-6.28
2006,71,12,59,MP,Outbound,-18.54,-41.23,-6.12
2006,71,13,40,MP,Outbound,-18.47,-41.21,-6.1
2006,71,14,27,MP,Outbound,-18.39,-41.19,-6.07
2006,71,19,1,MP,Outbound,-17.91,-41.06,-5.92
2006,71,23,40,MP,Outbound,-17.42,-40.9,-5.76
2006,72,0,54,MP,Inbound,-17.29,-40.86,-5.71
2006,72,1,14,MP,Inbound,-17.25,-40.85,-5.7
2006,72,1,33,MP,Inbound,-17.22,-40.83,-5.69
2006,72,2,18,MP,Inbound,-17.14,-40.81,-5.66
2006,72,13,40,MP,Inbound,-15.88,-40.3,-5.25
2006,72,19,40,MP,Inbound,-15.19,-39.98,-5.03
2006,72,1,10,MP,Outbound,-17.26,-40.85,-5.7
2006,72,1,28,MP,Outbound,-17.23,-40.84,-5.69
2006,72,2,14,MP,Outbound,-17.14,-40.81,-5.67
2006,72,4,58,MP,Outbound,-16.85,-40.7,-5.57
2006,72,15,5,MP,Outbound,-15.72,-40.23,-5.2
2006,73,23,35,MP,Outbound,-11.8,-37.94,-3.92
2006,74,8,3,MP,Inbound,-10.7,-37.12,-3.57
2006,74,16,20,MP,Inbound,-9.6,-36.22,-3.21
2006,74,23,30,MP,Inbound,-8.63,-35.36,-2.89
2006,74,9,33,MP,Outbound,-10.51,-36.96,-3.5
2006,74,20,21,MP,Outbound,-9.06,-35.75,-3.03
2006,75,4,35,MP,Inbound,-7.92,-34.7,-2.66
2006,75,13,52,MP,Inbound,-6.61,-33.38,-2.23
2006,75,1,0,MP,Outbound,-8.42,-35.17,-2.82
2006,75,12,30,MP,Outbound,-6.81,-33.58,-2.3
2006,76,12,35,MP,Inbound,-3.27,-29.42,-1.14
2006,76,19,42,MP,Inbound,-2.19,-27.93,-0.79
2006,76,20,30,MP,Inbound,-2.07,-27.76,-0.75
2006,76,21,20,MP,Inbound,-1.94,-27.57,-0.71
2006,76,6,28,MP,Outbound,-4.19,-30.6,-1.44
2006,76,14,42,MP,Outbound,-2.95,-28.99,-1.04
2006,76,20,11,MP,Outbound,-2.11,-27.83,-0.76
2006,76,20,40,MP,Outbound,-2.04,-27.72,-0.74
2007,33,12,35,MP,Inbound,15.2,0.46,-6.33
2007,33,12,45,MP,Inbound,15.24,0.52,-6.28
2007,33,16,25,MP,Inbound,15.8,1.5,-5.31
2007,33,11,25,MP,Outbound,15,0.15,-6.63
2007,33,12,40,MP,Outbound,15.22,0.5,-6.3
2007,33,14,0,MP,Outbound,15.44,0.85,-5.96
2007,33,23,30,MP,Outbound,16.61,3.37,-3.33
2007,33,23,50,BS,Outbound,16.63,3.46,-3.23
2007,34,1,5,BS,Inbound,16.74,3.79,-2.87
2007,34,3,5,BS,Inbound,16.88,4.3,-2.29
2007,34,6,30,MP,Inbound,17.05,5.16,-1.3
2007,34,7,5,MP,Inbound,17.07,5.3,-1.13
2007,34,15,15,MP,Inbound,17.15,7.25,1.27
2007,34,15,30,MP,Inbound,17.15,7.3,1.34
2007,34,18,30,MP,Inbound,17.07,7.97,2.22
2007,34,2,50,BS,Outbound,16.86,4.23,-2.37
2007,34,6,50,MP,Outbound,17.06,5.24,-1.2
2007,34,12,15,MP,Outbound,17.17,6.55,0.39
2007,34,15,20,MP,Outbound,17.15,7.26,1.29
2007,34,16,15,MP,Outbound,17.13,7.47,1.56
2007,35,2,50,MP,Inbound,16.6,9.71,4.61
2007,35,3,5,MP,Inbound,16.58,9.76,4.68
2007,35,11,10,MP,Inbound,15.79,11.26,6.91
2007,35,2,25,MP,Outbound,16.63,9.63,4.49
2007,35,3,0,MP,Outbound,16.59,9.75,4.66
2007,35,9,50,MP,Outbound,15.94,11.02,6.55
2007,70,15,0,MP,Inbound,15.35,15.64,12.51
2007,70,20,40,MP,Inbound,14.77,16.38,13.59
2007,70,9,0,MP,Outbound,15.9,14.79,11.3
2007,70,15,20,MP,Outbound,15.32,15.69,12.57
2007,71,15,5,BS,Inbound,12.48,18.32,16.74
2007,71,0,0,MP,Outbound,14.39,16.78,14.21
2007,71,6,10,BS,Outbound,13.65,17.47,15.29
2007,72,16,15,MP,Inbound,8.66,19.93,20.07
2007,72,22,40,MP,Outbound,7.6,20.16,20.75
2007,72,23,35,BS,Outbound,7.44,20.18,20.84
2007,73,1,35,BS,Inbound,7.1,20.24,21.03
2007,75,14,0,MP,Inbound,-3.65,18.9,23.53
2007,89,7,0,MP,Inbound,10.41,22.53,20.5
2007,89,20,20,MP,Inbound,8.55,23,21.56
2007,89,22,10,MP,Inbound,8.28,23.04,21.69
2007,89,4,50,MP,Outbound,10.7,22.42,20.31
2007,89,10,0,MP,Outbound,10,22.66,20.76
2007,89,21,50,MP,Outbound,8.33,23.03,21.67
2007,90,3,45,MP,Inbound,7.47,23.15,22.05
2007,90,7,45,MP,Inbound,6.87,23.19,22.28
2007,90,1,0,MP,Outbound,7.87,23.1,21.88
2007,90,7,20,MP,Outbound,6.94,23.19,22.26
2007,92,3,30,MP,Inbound,0.06,22.19,23.29
2007,92,5,20,MP,Inbound,-0.23,22.09,23.27
2007,92,11,50,MP,Inbound,-1.26,21.68,23.16
2007,92,2,30,MP,Outbound,0.22,22.24,23.3
2007,92,5,10,MP,Outbound,-0.21,22.1,23.27
2007,92,6,15,MP,Outbound,-0.38,22.03,23.26
2007,92,18,0,MP,Outbound,-2.24,21.24,22.98
2007,102,16,50,MP,Inbound,18.58,17.21,11.39
2007,102,14,35,MP,Outbound,18.63,16.83,11.05
2007,103,12,35,MP,Inbound,17.79,20.11,14.16
2007,103,12,30,MP,Outbound,17.8,20.1,14.15
2007,104,10,30,MP,Inbound,16.27,22.61,16.71
2007,104,11,40,MP,Inbound,16.17,22.72,16.83
2007,104,13,40,MP,Inbound,16,22.91,17.04
2007,104,21,40,MP,Inbound,15.29,23.6,17.81
2007,104,22,15,MP,Inbound,15.23,23.65,17.86
2007,104,9,30,MP,Outbound,16.35,22.51,16.61
2007,104,11,0,MP,Outbound,16.23,22.65,16.76
2007,104,12,10,MP,Outbound,16.13,22.77,16.88
2007,104,21,20,MP,Outbound,15.32,23.57,17.78
2007,104,21,50,MP,Outbound,15.27,23.61,17.83
2007,104,23,15,MP,Outbound,15.14,23.73,17.95
2007,105,2,20,MP,Inbound,14.84,23.96,18.23
2007,116,16,15,MP,Outbound,16.67,7,2.81
2007,117,4,30,MP,Inbound,18.23,10.13,5.07
2007,117,5,0,MP,Inbound,17.69,9.01,4.33
2007,117,6,10,MP,Inbound,17.69,9.01,4.33
2007,117,17,5,BS,Inbound,19.32,13.05,6.99
2007,117,20,5,BS,Inbound,19.51,13.7,7.42
2007,117,23,25,BS,Inbound,17.69,9.01,4.33
2007,117,23,55,BS,Inbound,19.7,14.5,7.96
2007,117,4,50,MP,Outbound,18.27,10.22,5.12
2007,117,5,20,MP,Outbound,17.69,9.01,4.33
2007,117,7,20,MP,Outbound,17.69,9.01,4.33
2007,117,16,25,BS,Outbound,17.69,9.01,4.33
2007,117,19,10,BS,Outbound,19.45,13.5,7.29
2007,117,23,20,BS,Outbound,19.68,14.38,7.88
2007,117,23,45,BS,Outbound,17.69,9.01,4.33
2007,118,13,0,BS,Inbound,20.11,17.02,9.68
2007,118,1,20,BS,Outbound,19.77,14.79,8.15
2007,118,21,0,BS,Outbound,20.18,18.42,10.65
2007,119,0,0,BS,Inbound,20.18,18.91,11
2007,119,8,45,BS,Inbound,20.08,20.28,11.97
2007,119,5,40,BS,Outbound,20.13,19.81,11.63
2007,119,17,40,BS,Outbound,19.87,21.55,12.88
2007,120,10,30,BS,Inbound,19.18,23.63,14.42
2007,120,23,20,BS,Inbound,18.43,24.95,15.43
2007,120,18,50,BS,Outbound,18.71,24.52,15.09
2007,121,7,25,BS,Inbound,17.88,25.67,16
2007,121,22,17,BS,Inbound,16.71,26.77,16.9
2007,121,2,30,BS,Outbound,18.23,25.25,15.66
2007,121,10,0,BS,Outbound,17.69,25.89,16.17
2007,122,17,0,BS,Inbound,14.99,27.74,17.78
2007,122,12,10,BS,Outbound,15.46,27.54,17.58
2007,123,1,30,MP,Inbound,14.12,28.03,18.08
2007,123,3,30,MP,Inbound,13.91,28.09,18.15
2007,123,13,0,MP,Inbound,12.87,28.28,18.4
2007,123,16,30,MP,Inbound,12.47,28.31,18.47
2007,123,3,10,MP,Outbound,13.94,28.08,18.14
2007,123,11,30,MP,Outbound,13.04,28.25,18.36
2007,123,13,30,MP,Outbound,12.81,28.28,18.41
2007,123,21,10,MP,Outbound,11.93,28.34,18.55
2007,124,5,50,MP,Inbound,10.9,28.31,18.64
2007,124,11,20,MP,Inbound,10.22,28.23,18.67
2007,124,6,40,MP,Outbound,10.79,28.3,18.65
2007,124,13,15,MP,Outbound,9.98,28.2,18.67
2007,126,8,50,MP,Inbound,4.07,25.85,17.7
2007,126,17,45,MP,Inbound,2.77,24.98,17.23
2007,126,11,10,MP,Outbound,3.73,25.64,17.59
2007,126,18,20,MP,Outbound,2.69,24.91,17.2
2007,127,2,20,MP,Inbound,1.51,23.98,16.68
2007,127,5,50,MP,Inbound,0.99,23.53,16.42
2007,127,7,30,MP,Inbound,0.74,23.31,16.29
2007,127,13,0,MP,Inbound,-0.07,22.53,15.84
2007,127,17,5,MP,Inbound,-0.68,21.9,15.46
2007,127,4,35,MP,Outbound,1.18,23.7,16.52
2007,127,7,0,MP,Outbound,0.82,23.38,16.33
2007,127,9,45,MP,Outbound,0.41,23,16.11
2007,127,15,40,MP,Outbound,-0.47,22.12,15.6
2007,133,21,5,MP,Inbound,20.46,14.17,6.73
2007,133,20,40,MP,Outbound,20.43,14.08,6.69
2007,133,23,25,MP,Outbound,20.64,14.66,6.97
2007,134,0,5,MP,Inbound,20.68,14.81,7.04
2007,134,7,40,MP,Inbound,21.16,16.34,7.77
2007,134,15,45,MP,Inbound,21.52,17.88,8.5
2007,134,18,25,MP,Inbound,21.61,18.36,8.73
2007,134,6,20,MP,Outbound,21.08,16.08,7.64
2007,134,15,20,MP,Outbound,21.51,17.8,8.46
2007,134,17,45,MP,Outbound,21.59,18.24,8.67
2007,135,5,10,MP,Inbound,21.86,20.19,9.6
2007,135,6,15,MP,Inbound,21.87,20.36,9.69
2007,135,17,30,MP,Inbound,21.91,22.08,10.51
2007,135,2,0,MP,Outbound,21.81,19.67,9.36
2007,135,5,55,MP,Outbound,21.87,20.31,9.66
2007,135,15,30,MP,Outbound,21.92,21.79,10.37
2007,135,22,40,MP,Outbound,21.87,22.81,10.86
2007,136,0,0,MP,Inbound,21.85,22.99,10.94
2007,136,1,20,MP,Inbound,21.83,23.17,11.03
2007,136,4,10,MP,Inbound,21.79,23.54,11.21
2007,136,15,55,MP,Inbound,21.49,24.98,11.89
2007,136,21,25,MP,Inbound,21.29,25.59,12.18
2007,136,0,25,MP,Outbound,21.85,23.05,10.97
2007,136,2,40,MP,Outbound,21.81,23.35,11.11
2007,136,13,55,MP,Outbound,21.55,24.75,11.78
2007,136,19,40,MP,Outbound,21.36,25.4,12.09
2007,137,2,55,MP,Inbound,21.07,26.16,12.46
2007,137,11,30,MP,Inbound,20.65,26.97,12.85
2007,137,0,30,MP,Outbound,21.17,25.91,12.34
2007,137,5,0,MP,Outbound,20.97,26.36,12.56
2007,137,12,35,MP,Outbound,20.59,27.07,12.89
2007,138,4,0,BS,Inbound,19.66,28.27,13.47
2007,138,2,30,BS,Outbound,19.76,28.17,13.42
2007,138,6,15,BS,Outbound,19.5,28.43,13.55
2007,140,17,30,BS,Inbound,14.02,30.08,14.36
2007,140,18,50,BS,Outbound,13.87,30.07,14.35
2007,141,23,45,BS,Inbound,10.29,29.05,13.88
2007,142,15,0,MP,Inbound,8.19,27.96,13.37
2007,142,22,20,MP,Inbound,7.14,27.28,13.05
2007,142,17,20,MP,Outbound,7.86,27.76,13.27
2007,142,23,5,MP,Outbound,7.03,27.21,13.01
2007,143,0,35,MP,Inbound,6.81,27.05,12.94
2007,143,14,30,MP,Inbound,4.71,25.39,12.16
2007,143,22,50,MP,Inbound,3.41,24.18,11.58
2007,143,3,20,MP,Outbound,6.4,26.76,12.8
2007,143,18,20,MP,Outbound,4.12,24.86,11.9
2007,144,10,20,MP,Inbound,1.58,22.18,10.63
2007,144,4,30,MP,Outbound,2.52,23.24,11.14
2007,149,13,55,MP,Inbound,20.36,12.75,5.48
2007,149,14,40,MP,Inbound,20.45,12.92,5.54
2007,149,18,0,BS,Inbound,20.8,13.67,5.79
2007,149,13,15,MP,Outbound,20.29,12.6,5.43
2007,149,14,10,MP,Outbound,20.39,12.81,5.5
2007,149,14,50,MP,Outbound,20.46,12.96,5.55
2007,149,16,40,BS,Outbound,20.66,13.37,5.69
2007,150,13,30,MP,Inbound,22.3,17.65,7.09
2007,150,15,0,MP,Inbound,22.38,17.93,7.18
2007,150,14,5,MP,Outbound,22.33,17.76,7.13
2007,150,17,0,MP,Outbound,22.48,18.3,7.3
2007,150,18,30,BS,Outbound,22.55,18.57,7.39
2007,151,20,20,BS,Inbound,23.19,22.75,8.68
2007,152,6,30,BS,Inbound,23.18,24.14,9.09
2007,152,12,40,BS,Inbound,23.11,24.92,9.31
2007,152,18,40,BS,Inbound,22.99,25.63,9.51
2007,152,1,20,BS,Outbound,23.2,23.45,8.89
2007,152,7,55,BS,Outbound,23.17,24.33,9.14
2007,152,13,30,BS,Outbound,23.09,25.02,9.34
2007,153,4,0,BS,Inbound,22.74,26.65,9.79
2007,153,9,15,MP,Inbound,22.56,27.17,9.93
2007,153,10,5,MP,Inbound,22.53,27.25,9.95
2007,153,13,45,BS,Inbound,22.38,27.59,10.04
2007,153,14,40,BS,Inbound,22.34,27.68,10.06
2007,153,17,10,BS,Inbound,22.23,27.9,10.12
2007,153,1,30,BS,Outbound,22.82,26.39,9.72
2007,153,9,50,MP,Outbound,22.54,27.23,9.95
2007,153,10,15,MP,Outbound,22.52,27.27,9.96
2007,153,12,40,BS,Outbound,22.42,27.49,10.02
2007,153,14,20,BS,Outbound,22.35,27.65,10.06
2007,153,15,5,BS,Outbound,22.32,27.71,10.07
2007,154,0,55,BS,Inbound,21.85,28.53,10.28
2007,154,2,30,BS,Inbound,21.76,28.66,10.31
2007,154,2,50,BS,Inbound,21.74,28.68,10.31
2007,154,3,10,BS,Inbound,21.72,28.71,10.32
2007,154,3,25,BS,Inbound,21.71,28.72,10.32
2007,154,7,10,BS,Inbound,21.5,28.99,10.38
2007,154,13,50,BS,Inbound,21.09,29.43,10.48
2007,154,14,45,BS,Inbound,21.03,29.49,10.49
2007,154,0,20,BS,Outbound,21.88,28.49,10.27
2007,154,2,15,BS,Outbound,21.77,28.64,10.3
2007,154,2,35,BS,Outbound,21.76,28.66,10.31
2007,154,3,0,BS,Outbound,21.73,28.69,10.32
2007,154,3,15,BS,Outbound,21.72,28.71,10.32
2007,154,6,40,BS,Outbound,21.53,28.96,10.38
2007,154,8,0,BS,Outbound,21.45,29.05,10.4
2007,154,14,0,BS,Outbound,21.08,29.44,10.48
2007,154,22,25,BS,Outbound,20.5,29.91,10.57
2007,155,0,40,BS,Inbound,20.34,30.03,10.59
2007,155,9,50,BS,Inbound,19.62,30.42,10.65
2007,155,8,20,BS,Outbound,19.75,30.36,10.64
2007,157,9,0,MP,Inbound,14.91,30.67,10.35
2007,157,14,15,MP,Inbound,14.28,30.5,10.25
2007,157,18,10,MP,Inbound,13.8,30.35,10.17
2007,157,19,35,MP,Inbound,13.62,30.29,10.13
2007,157,20,25,MP,Inbound,13.51,30.25,10.12
2007,157,14,5,MP,Outbound,14.3,30.51,10.25
2007,157,15,50,MP,Outbound,14.09,30.44,10.22
2007,157,18,25,MP,Outbound,13.77,30.34,10.16
2007,157,19,55,MP,Outbound,13.58,30.27,10.13
2007,157,23,40,MP,Outbound,13.1,30.09,10.04
2007,158,6,30,MP,Inbound,12.2,29.7,9.85
2007,158,7,55,MP,Inbound,12.01,29.61,9.81
2007,158,10,50,MP,Inbound,11.62,29.41,9.72
2007,158,17,35,MP,Inbound,10.68,28.9,9.49
2007,158,7,40,MP,Outbound,12.05,29.63,9.82
2007,158,9,30,MP,Outbound,11.8,29.51,9.76
2007,158,14,5,MP,Outbound,11.17,29.18,9.62
2007,158,23,55,MP,Outbound,9.77,28.33,9.26
2007,159,1,0,MP,Inbound,9.61,28.23,9.21
2007,159,6,0,MP,Inbound,8.86,27.71,9
2007,159,6,15,MP,Inbound,8.83,27.68,8.99
2007,159,6,35,MP,Inbound,8.78,27.65,8.98
2007,159,2,20,MP,Outbound,9.41,28.09,9.16
2007,159,6,10,MP,Outbound,8.84,27.69,8.99
2007,159,6,25,MP,Outbound,8.8,27.67,8.98
2007,164,14,30,MP,Inbound,16.96,7.04,3.44
2007,164,22,10,BS,Inbound,18.48,9.09,3.97
2007,164,4,45,MP,Outbound,14.62,4.23,2.41
2007,164,17,45,MP,Outbound,17.62,7.92,3.75
2007,164,21,25,BS,Outbound,18.34,8.89,3.94
2007,164,23,30,BS,Outbound,18.72,9.43,4.03
2007,165,3,5,BS,Inbound,19.33,10.34,4.18
2007,165,9,0,BS,Inbound,20.22,11.78,4.41
2007,165,13,30,BS,Inbound,20.82,12.83,4.56
2007,165,6,10,BS,Outbound,19.81,11.1,4.31
2007,165,12,30,BS,Outbound,20.7,12.6,4.53
2007,165,19,20,BS,Outbound,21.51,14.14,4.74
2007,166,0,45,BS,Inbound,22.07,15.29,4.89
2007,166,1,35,BS,Outbound,22.15,15.47,4.91
2007,167,16,0,BS,Inbound,24.29,22.31,5.56
2007,168,9,30,MP,Inbound,24.49,24.74,5.68
2007,168,10,15,MP,Inbound,24.49,24.84,5.69
2007,168,18,30,MP,Inbound,24.44,25.84,5.71
2007,168,9,55,MP,Outbound,24.49,24.8,5.69
2007,168,10,45,MP,Outbound,24.49,24.9,5.69
2007,169,11,35,BS,Inbound,24.1,27.66,5.7
2007,169,15,0,MP,Inbound,23.99,27.98,5.69
2007,169,23,40,MP,Inbound,23.66,28.73,5.65
2007,169,9,20,MP,Outbound,24.16,27.44,5.71
2007,169,11,20,BS,Outbound,24.1,27.63,5.7
2007,169,22,20,MP,Outbound,23.72,28.62,5.66
2007,169,23,50,MP,Outbound,23.66,28.74,5.65
2007,170,0,5,MP,Inbound,23.64,28.76,5.65
2007,170,3,0,MP,Inbound,23.52,28.99,5.63
2007,170,2,20,MP,Outbound,23.55,28.94,5.63
2007,171,3,25,MP,Inbound,22.13,30.52,5.4
2007,171,2,40,MP,Outbound,22.18,30.48,5.41
2007,172,4,15,MP,Inbound,20.18,31.31,5.04
2007,172,2,20,MP,Outbound,20.35,31.28,5.08
2007,173,9,0,MP,Outbound,17.25,31.2,4.47
2007,174,2,20,MP,Inbound,15.16,30.55,4.04
2007,174,3,40,MP,Inbound,14.99,30.48,4
2007,174,2,50,MP,Outbound,15.09,30.52,4.03
2007,174,4,10,MP,Outbound,14.92,30.45,3.99
2007,175,0,10,MP,Inbound,12.16,29,3.41
2007,175,2,40,MP,Inbound,11.79,28.76,3.33
2007,175,4,45,MP,Inbound,11.48,28.55,3.26
2007,175,5,40,MP,Inbound,11.34,28.46,3.23
2007,175,9,20,MP,Inbound,10.78,28.06,3.11
2007,175,10,30,MP,Inbound,10.6,27.93,3.07
2007,175,19,50,MP,Inbound,9.1,26.76,2.74
2007,175,20,45,MP,Inbound,8.95,26.63,2.7
2007,175,23,0,MP,Inbound,8.58,26.31,2.62
2007,175,23,40,MP,Inbound,8.47,26.21,2.6
2007,175,1,30,MP,Outbound,11.96,28.87,3.36
2007,175,3,0,MP,Outbound,11.74,28.73,3.31
2007,175,5,0,MP,Outbound,11.44,28.53,3.25
2007,175,6,25,MP,Outbound,11.23,28.38,3.2
2007,175,10,15,MP,Outbound,10.64,27.96,3.07
2007,175,18,45,MP,Outbound,9.28,26.91,2.78
2007,175,20,25,MP,Outbound,9.01,26.68,2.72
2007,175,21,40,MP,Outbound,8.8,26.5,2.67
2007,175,23,20,MP,Outbound,8.52,26.26,2.61
2007,181,5,25,MP,Inbound,19.91,11.51,4.12
2007,181,6,10,MP,Inbound,20.03,11.72,4.14
2007,181,7,45,MP,Inbound,20.27,12.16,4.19
2007,181,13,40,MP,Inbound,21.09,13.76,4.37
2007,181,16,25,MP,Inbound,21.44,14.48,4.44
2007,181,19,20,MP,Inbound,21.78,15.23,4.52
2007,181,20,40,MP,Inbound,21.94,15.57,4.55
2007,181,22,0,MP,Inbound,22.08,15.9,4.58
2007,181,3,25,MP,Outbound,19.59,10.94,4.05
2007,181,5,50,MP,Outbound,19.97,11.62,4.13
2007,181,7,30,MP,Outbound,20.23,12.09,4.19
2007,181,12,50,MP,Outbound,20.98,13.54,4.35
2007,181,14,35,MP,Outbound,21.21,14,4.39
2007,181,19,5,MP,Outbound,21.76,15.17,4.51
2007,181,20,15,MP,Outbound,21.89,15.46,4.54
2007,181,21,45,MP,Outbound,22.06,15.84,4.57
2007,181,23,0,MP,Outbound,22.19,16.15,4.6
2007,182,0,20,MP,Inbound,22.33,16.48,4.63
2007,182,5,0,MP,Inbound,22.79,17.62,4.73
2007,182,9,45,MP,Inbound,23.21,18.73,4.82
2007,182,14,20,MP,Inbound,23.58,19.78,4.9
2007,182,14,50,MP,Inbound,23.62,19.89,4.91
2007,182,15,45,MP,Inbound,23.69,20.09,4.92
2007,182,0,30,MP,Outbound,22.35,16.52,4.64
2007,182,7,40,MP,Outbound,23.03,18.25,4.78
2007,182,10,20,MP,Outbound,23.26,18.87,4.83
2007,182,14,30,MP,Outbound,23.59,19.81,4.9
2007,182,15,20,MP,Outbound,23.66,20,4.91
2007,182,16,20,MP,Outbound,23.73,20.22,4.93
2007,183,4,20,MP,Inbound,24.49,22.78,5.09
2007,183,16,35,BS,Inbound,25.05,25.2,5.22
2007,183,4,50,MP,Outbound,24.52,22.89,5.1
2007,183,16,25,BS,Outbound,25.05,25.17,5.21
2007,183,18,35,BS,Outbound,25.13,25.58,5.23
2007,184,0,25,BS,Inbound,25.32,26.65,5.27
2007,184,12,30,MP,Inbound,25.59,28.74,5.34
2007,184,14,35,MP,Inbound,25.63,29.08,5.34
